type_specimen,synonyms,repository,other_notes,questionable_id,scientific_name,collection_site,location_english
NA,NA,NA,"identification made by Gómez and Tovar-Hernández 2008; possibly the same specimens reported by S&R as Megalomma mushaensis, above",FALSE,Acromegalomma circumspectum,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Heliaster kubiniji,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Phataria unifascialis,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Mithrodia bradleyi,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,NA,FALSE,Ophiocoma aethiops,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,NA,FALSE,Ophiocoma alexandri,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,a common Tropical East Pacific 6-armed brittle star,FALSE,Ophiactis savignyi,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,"the small, 5- or 6-armed brittle star",FALSE,Ophiactis simplex,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Ophioderma teres,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"Isla Coronado, Loreto area",Coronado Island
NA,Slenkothuria lubrica,NA,the sulfur cucumber; the most common sea cucumber taken during the expedition,FALSE,Holothuria lubrica,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,"not in Phyletic Catalogue, but identified by E. Deichmann; a circumtropical species common in the Gulf",FALSE,Holothuria arenicola,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,NA,FALSE,Ampithoe sp.,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,"a broadly distributed, East Pacific amphipod",FALSE,Ampithoe plumulosa,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,a Southern California species of amphipod,FALSE,Aruga dissimilis,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,"a Tropical East Pacific amphipod, ranging from the Gulf to the Galapagos",FALSE,Bemlos macromanus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,a common porcelain crab in the Gulf,FALSE,Petrolithes hirtispinosus,"Isla Coronado, Loreto area",Coronado Island
NA,Pisonella tubeerculipes,NA,an uncommon Tropical East Pacific porcelain crab,FALSE,Megalobrachium tuberculipes,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Epialtus minimus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Pitho sexdentata,"Isla Coronado, Loreto area",Coronado Island
NA,"Mithrax areolatus, a junior synonym",NA,common,FALSE,Mithraculus denticulatus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case [presence assumed]",FALSE,Callinectes bellicosus,"Isla Coronado, Loreto area",Coronado Island
NA,"Micropanope areolata, a junior synonym",NA,NA,FALSE,Gonopanope areolata,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Pilumnus gonzalensis,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Pilumnus townsendi,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,a copepod symbiont with the sabellid polychaete Acromegalomma circumspectum; discovered by Gómez and Tovar-Hernández 2008,FALSE,Gastrodelphys dalesi,"Isla Coronado, Loreto area",Coronado Island
NA,"Fossularca solida, a junior synonym",NA,the common “garbanzo clam” of the Gulf,FALSE,Arcopsis solida,"Isla Coronado, Loreto area",Coronado Island
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf",FALSE,Isognomon janus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Acanthochitona exquisita,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Acanthochitona sp.,"Isla Coronado, Loreto area",Coronado Island
NA,"Thais tuberculata, a junior synonym",NA,NA,FALSE,Mancinella tuberculata,"Isla Coronado, Loreto area",Coronado Island
NA,"Cypraea annettae, = Zonaria annettae, = C. sowerbyi, = C. ferruginosa",NA,NA,FALSE,Pseudozonaria annettae,"Isla Coronado, Loreto area",Coronado Island
NA,"Heliacus radiatus, a junior synonym",NA,NA,FALSE,Heliacus bicanaliculatus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,misspelled as “inequalis” in Phyletic Catalogue,FALSE,Diodora inaequalis,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Fissurella rugosa,"Isla Coronado, Loreto area",Coronado Island
NA,NA,USNM,architectonid gastropod,FALSE,Heliacus areola bicanaliculatus,"Isla Coronado, Loreto area",Coronado Island
NA,NA,CAS,NA,FALSE,Unidentified dorid nudibranch,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,this tunicate was mistaken for a white sponge in the Narrative,FALSE,Didemnum carnulentum,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Cystodytes dellechiajei,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,"the “red sea squirt” of the Narrative; likely P. lignosa, a common simple tunicate ranging from the Central Gulf to at least Costa Rica",FALSE,Pyura sp.,"Isla Coronado, Loreto area",Coronado Island
NA,NA,NA,NA,FALSE,Tedania ignis,Bahía Concepción,Concepción Bay
NA,NA,NA,the most commonly encountered sponge of the expedition,FALSE,Geodia mesotriaena,Bahía Concepción,Concepción Bay
NA,NA,NA,this species has apparently been reported from the Gulf by no one else,FALSE,Haliclona ecbasis,Bahía Concepción,Concepción Bay
NA,NA,NA,possibly T. nigrescens,FALSE,Tedania ignis,Bahía Concepción,Concepción Bay
NA,NA,NA,"5 cerianthid-like burrowing anemones are currently known from the Sea of Cortez: Andvakia insignis, Cerianthus vas, Isarachnanthus panamensis, Pachycerianthus aestuari, Botruanthus benedini",FALSE,Cerianthus sp.,Bahía Concepción,Concepción Bay
NA,NA,USNM,"this anemone has been reported worldwide; in the eastern Pacific, so far as is known, it is found only on the shells of gastropods inhabited by the hermit crab Dardanus sinistripes",FALSE,Calliactis polypus,Bahía Concepción,Concepción Bay
NA,"P. porosa, a junior synonym",NA,"S&R correctly noted this was the commonest coral on Gulf shores, occurring as dome-shaped encrusting heads 8 inches in diameter",FALSE,Porites californica massive form,Bahía Concepción,Concepción Bay
NA,NA,USNM,"in the Gulf, P. nodulosa has been considered to be restricted to the Cabo Pulmo-Cabo San Lucas corridor; Reyes [1992] considered it a synonym of P. panamensis",FALSE,Porites cf. nodulosa,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Zoanthus danae,Bahía Concepción,Concepción Bay
NA,NA,NA,a scale worm described just the year before the expedition,FALSE,Halosydna glabra,Bahía Concepción,Concepción Bay
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site the expedition visited,FALSE,Eurythoe complanata,Bahía Concepción,Concepción Bay
NA,NA,NA,epitokous/heteronereids stage taken by night-lighting,FALSE,Ceratonereis tentaculata,Bahía Concepción,Concepción Bay
NA,NA,NA,“epitokous or heteronereids forms” taken by night-lighting; a well-known nereid polychaete ranging from the Central Gulf to Ecuador,FALSE,Platynereis polyscalma,Bahía Concepción,Concepción Bay
NA,NA,NA,there are about 2 dozen species of Eunice known from the Gulf today,FALSE,Eunice sp.,Bahía Concepción,Concepción Bay
NA,"Phyllonotus bicolor, = Hexaplex erythrostomus",NA,"pink murex; shells only, on beach",FALSE,Chicoreus erythrostomus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Strombus galeatus,Bahía Concepción,Concepción Bay
NA,NA,NA,"taken with a crab net, baited with fish guts",FALSE,Strombus spp.,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Heliaster kubiniji,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Phataria unifascialis,Bahía Concepción,Concepción Bay
NA,NA,USNM,"a very common subtidal species taken by S&R only at this location, 7 fathoms, in crab nets",FALSE,Luidia phragma,Bahía Concepción,Concepción Bay
NA,NA,USNM,"a Tropical East Pacific, bristly, long-armed brittle star",FALSE,Ophiocnida hispida,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Ophioderma teres,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Ophionereis annulata,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Ophiothrix spiculata,Bahía Concepción,Concepción Bay
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,Bahía Concepción,Concepción Bay
NA,NA,CAS,"taken with a crab net, baited with fish guts; “A net left down five minutes was brought up with at least 20 urchins in it, and all attacking the bait”; S&R collected this urchin only once, assuming it is strictly subtidal, which it is not",FALSE,Astropyga pulvinata,Bahía Concepción,Concepción Bay
NA,E. californica,NA,common,FALSE,Encope micropora,Bahía Concepción,Concepción Bay
NA,NA,NA,common,FALSE,Encope grandis,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Encope californica,Bahía Concepción,Concepción Bay
NA,NA,NA,noted as rare,FALSE,Clypeaster rotundus,Bahía Concepción,Concepción Bay
NA,NA,NA,heart urchin; abundant 2 to 3 feet below water surface at low tide,FALSE,Meoma grandis,Bahía Concepción,Concepción Bay
NA,NA,NA,"a flat, sand-encrusted, trans-Pacific species; only record from expedition",FALSE,Holothuria inhabilis,Bahía Concepción,Concepción Bay
NA,NA,USNM,Cumacea,FALSE,Cumella sp.,Bahía Concepción,Concepción Bay
NA,NA,NA,"a broadly distributed, East Pacific amphipod",FALSE,Ampithoe plumulosa,Bahía Concepción,Concepción Bay
NA,NA,NA,amphipod taken by night-lighting,FALSE,Pontharpinia sp.,Bahía Concepción,Concepción Bay
NA,NA,NA,"living inside hachas, presumably Pinna rugosa",FALSE,Pontonia pinnae,Bahía Concepción,Concepción Bay
NA,NA,NA,a wide-ranging isopod known from central California to Ecuador; S&R took these specimens by night-lighting,FALSE,Eurydice caudata,Bahía Concepción,Concepción Bay
NA,NA,NA,"misspelled as Exocorallana; there are 5 species of Excorallana in the Gulf, 3 that were named and described only recently, so the accuracy of this identification is questionable; further, J. O. Maloney was not known to be the best crustacean taxonomist working at the time",TRUE,Excorallana tricornis,Bahía Concepción,Concepción Bay
NA,NA,NA,almost certainly the very common M. occidentalis,FALSE,Mesanthura sp.,Bahía Concepción,Concepción Bay
NA,Balanus tintinabulum californicus,NA,NA,FALSE,Megabalanus californicus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Balanus improvisus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Balanus trigonus,Bahía Concepción,Concepción Bay
NA,NA,"USNM, CAS","a symbiont in the hatchet clam, Pinna",FALSE,Pontonia pinnae,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Synalpheus sanjosei,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Synalpheus digueti,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Synalpheus townsendi,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Eurydice caudata,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Excorallana tricornis occidentalis,Bahía Concepción,Concepción Bay
NA,NA,USNM,NA,FALSE,Ampithoe plumulosa,Bahía Concepción,Concepción Bay
NA,NA,USNM,gammarid amphipod,FALSE,Pontharpinia sp.,Bahía Concepción,Concepción Bay
NA,NA,NA,the blue-spotted hermit crab; perhaps the most common hermit in the Gulf,FALSE,Clibanarius digueti,Bahía Concepción,Concepción Bay
NA,NA,NA,"the largest hermit crab in the Gulf, aka “the gentle giant”",FALSE,Petrochirus californiensis,Bahía Concepción,Concepción Bay
NA,NA,NA,"a subtidal, tropical hermit crab “taken in crab nets set at night in 7 fathoms”",FALSE,Paguristes digueti,Bahía Concepción,Concepción Bay
NA,NA,NA,"one of the most common porcelain crabs in the Gulf; likely this species was at every rocky shore they visited, even though they collected it only twice",FALSE,Petrolisthes armatus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Porcellana paguriconviva,Bahía Concepción,Concepción Bay
NA,NA,NA,"collected in “crab net on bottom at night, 7 fathoms”; this crab normally carries a clam shell over its carapace",FALSE,Hypoconcha panamensis,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Eucinetops lucasi,Bahía Concepción,Concepción Bay
NA,NA,NA,"“associated with hatchet clam,” Pinna rugosa",FALSE,Epialtus minimus,Bahía Concepción,Concepción Bay
NA,"Anaptychus cornutus, a junior synonym",NA,"“associated with the hatchet clam,” Pinna rugosa",FALSE,Ala cornuta,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Microphrys platysoma,Bahía Concepción,Concepción Bay
NA,"Portunus pichilinquei, a junior synonym of this subspecies",NA,taken at night with a “crab net at 7 fathoms”,FALSE,Portunus xantusii affinis,Bahía Concepción,Concepción Bay
NA,NA,USNM,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case [presence assumed]",FALSE,Callinectes bellicosus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Pilumnus townsendi,Bahía Concepción,Concepción Bay
NA,NA,NA,"one of several species of small pea crabs, Pinnotheridae, commensal on sand dollars in the Tropical East Pacific",FALSE,Dissodactylus nitidus,Bahía Concepción,Concepción Bay
NA,NA,NA,"one of several species of small pea crabs, Pinnotheridae, commensal on sand dollars in the Tropical East Pacific",FALSE,Dissodactylus xantusi,Bahía Concepción,Concepción Bay
NA,NA,NA,"“94 pea-crabs” taken by night-lighting at anchorage; should read, “94 specimens of unidentified Pinnotheridae”",FALSE,Pinnotheres sp.,Bahía Concepción,Concepción Bay
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Sesarma sulcatum,Bahía Concepción,Concepción Bay
NA,NA,NA,"S&R felt this was the only species of Uca they collected on the expedition; however, the taxonomy of this genus is desperately in need of revision and some species are difficult to differentiate",FALSE,Uca crenulata,Bahía Concepción,Concepción Bay
NA,"Arca multicostata, a junior synonym",NA,NA,FALSE,Anadara multicostata,Bahía Concepción,Concepción Bay
NA,NA,NA,the hairy ribbed mussel; one of the commoner Gulf arc shells,FALSE,Barbatia reeveana,Bahía Concepción,Concepción Bay
NA,"Navicula pacifica, a junior synonym",NA,the “common large irregular elongate form” in the Narrative,FALSE,Arca pacifica,Bahía Concepción,Concepción Bay
NA,NA,NA,"the less common of two pen shells called callo de hacha, the other being Pinna rugosa; the uncertainty is because S&R did not differentiate the 2 species on the expedition",TRUE,Atrina tuberculosa,Bahía Concepción,Concepción Bay
NA,NA,NA,the principal commercial Gulf hacha,FALSE,Pinna rugosa,Bahía Concepción,Concepción Bay
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf",FALSE,Isognomon janus,Bahía Concepción,Concepción Bay
NA,Chama mexicana Carpenter,NA,noted as a species of Spondylus in the Narrative,TRUE,Chama frondosa,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Oliva venulata,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Enaeta cumingii,Bahía Concepción,Concepción Bay
NA,"Fasciolaria princeps, a junior synonym",NA,NA,FALSE,Pleuroploca princeps,Bahía Concepción,Concepción Bay
NA,"Phyllonotus bicolor, a junior synonym",NA,"the pink-mouth murex; S&R found this to be the most common large snail of their expedition—indeed, it was once the most common littoral and shallow subtidal large snail throughout the Gulf, but no longer, due to intense over-collecting; large specimens are now exceedingly rare intertidally",FALSE,Phyllonotus erythrostomus,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Strombus galeatus,Bahía Concepción,Concepción Bay
NA,"Cerithium sculptum, a junior synonym",USNM,one of the most common small snails in the Gulf,FALSE,Liocerithium judithae,Bahía Concepción,Concepción Bay
NA,NA,NA,slipper shell,FALSE,Crepidula onyx,Bahía Concepción,Concepción Bay
NA,"Crucibulum imbricatum, a junior synonym",NA,NA,FALSE,Crucibulum scutellatum,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Ischnochiton tridentatus,Bahía Concepción,Concepción Bay
NA,Amaroucium californicum,NA,a wide-ranging East Pacific compound tunicate; the tunicates of the Gulf of California have not yet been carefully studied,FALSE,Aplidium californicum,Bahía Concepción,Concepción Bay
NA,NA,NA,NA,FALSE,Didemnum carnulentum,Bahía Concepción,Concepción Bay
NA,NA,CAS,NA,FALSE,Didemnum vanderhorsti,Bahía Concepción,Concepción Bay
NA,NA,NA,"S&R speculated that this might be an undescribed species; 2 Eudistoma species are currently known from the Gulf, E. mexicanum and E. psammion",FALSE,Eudistoma sp.,Bahía Concepción,Concepción Bay
NA,NA,NA,"noted in the Narrative as “large sea-squirt the color of water”; S&R speculated that this might be an undescribed species; there are 3 species of Ascidia known from the Gulf today—A. sydneiensis, A. interrupta, and A. ceratodes—it is likely their specimen was one of these, and possibly A. interrupta which fits their description and is the most common of the three",FALSE,Ascidia sp.,Bahía Concepción,Concepción Bay
